title,authors,average_rating,isbn,language_code,# num_pages
Zurück aus Afrika,Corinne Hofmann,3.31,3426777177,ger,233
The Story of a Seagull and the Cat Who Taught Her to Fly,Luis Sepúlveda-Chris Sheban-Margaret Sayers Peden,4.13,439401879,eng,128
Ahora sabréis lo que es correr,Dave Eggers-María Victoria Alonso Blanco,3.63,8439710097,spa,400
The Adventures of Jimmy Skunk,Thornton W. Burgess-Thea Kliros-Harrison Cady,4.13,486280233,eng,96
The Wanting Seed,Anthony Burgess,3.78,393315088,en-US,288
A Clockwork Orange,Anthony Burgess-Blake Morrison,3.99,141182601,eng,159
A Clockwork Orange,Anthony Burgess,3.99,014027409X,en-GB,160
A Clockwork Orange,Anthony Burgess,3.99,345026241,eng,191
Clockwork Orange,Anthony Burgess,3.99,345316413X,ger,235
A Clockwork Orange (Stage Play),Anthony Burgess,3.82,413735907,eng,51
One Hand Clapping,Anthony Burgess,3.82,786706317,eng,224
The Doctor is Sick,Anthony Burgess,3.63,393316025,eng,260
Earthly Powers,Anthony Burgess,4.15,99468646,eng,649
Dead Famous,Ben Elton,3.64,552999458,eng,382
High Society,Ben Elton,3.77,552999954,eng,380
Past Mortem,Ben Elton,3.74,552771236,eng,464
Popcorn,Ben Elton,3.49,552771848,eng,320
This Other Eden,Ben Elton,3.72,055277183X,eng,400
Saint-Exupéry,Stacy Schiff-Antoine de Saint-Exupéry,4.05,805079130,eng,560
Le Petit Prince,Antoine de Saint-Exupéry,4.3,2070513289,fre,123
Macbeth,William Shakespeare-Linda Alchin-Antoni Cimolino-Shelagh O'Brien,3.89,743477103,eng,246
Macbeth,William Shakespeare-Alan Durband,3.89,812035712,eng,224
Death of a Scriptwriter (Hamish Macbeth  #14),M.C. Beaton,3.78,446606987,eng,198
Death of a Gossip (Hamish Macbeth  #1),M.C. Beaton,3.72,446607134,eng,179
Death of a Poison Pen (Hamish Macbeth  #19),M.C. Beaton,3.82,446614890,en-US,227
Death of an Outsider (Hamish Macbeth  #3),M.C. Beaton,3.83,446614726,eng,194
Cliffs Notes on Shakespeare's Macbeth,Alex Went,3.55,764586025,en-US,112
Death of an Addict (Hamish Macbeth  #15),M.C. Beaton,3.8,446608289,eng,214
A Year in the Life of William Shakespeare: 1599,James Shapiro,4.09,60088745,eng,333
Who Was William Shakespeare?,Celeste Davidson Mannis-John   O'Brien,4.02,448439042,eng,105
Short Stories  Poems  Novels,Edgar Allan Poe,4.24,681979852,eng,567
Planet of the Apes,Pierre Boulle-Xan Fielding,3.93,517209489,en-US,192
Conquest of the Planet of the Apes,John Jakes-Paul Dehn,3.71,95132414,eng,187
Planet of the Apes: Colony,William T. Quick,3.55,60086211,eng,288
Planet of the Apes  Volume 1: Old Gods,Ian Edginton,2.62,1569716684,eng,80
Planet of the Apes: The Fall,William T. Quick,3.22,60086203,eng,288
Return to the Planet of the Apes #2: Escape from Terror Lagoon,William Arrow,2.78,345251679,eng,0
Return to the Planet of the Apes:  Visions from Nowhere,William Arrow,3.23,345251229,eng,183
Planet of the Apes: The Human War,Ian Edginton,3.32,184023380X,eng,72
Battle for the Planet of the Apes,David Gerrold-John William Corrington-Joyce Hooper Corrington,3.67,891901639,eng,158
The War of the World: Twentieth-Century Conflict and the Descent of the West,Niall Ferguson,4.04,1594201005,en-US,808
World War Z: An Oral History of the Zombie War,Max Brooks,4.01,307346609,eng,342
The War of the Worlds,H.G. Wells-Arthur C. Clarke,3.81,375759239,eng,192
The Second World War: A Complete History,Martin  Gilbert,4.19,805076239,eng,928
World War II: 4 139 Strange and Fascinating Facts (Strange & Fascinating Facts),Don Mccombs-Fred L. Worth,3.59,517422867,en-US,659
A Short History of World War II,James L. Stokesbury,3.93,688085873,eng,416
The Complete Science Fiction Treasury of H.G. Wells,H.G. Wells,4.13,517052253,eng,0
Best Science Fiction Stories of H. G. Wells,H.G. Wells,3.84,486215318,eng,320
The Invisible Man,H.G. Wells,3.63,439574277,eng,208
The Hound of the Baskervilles (Sherlock Holmes  #5),Arthur Conan Doyle-Anne Perry-Maria Buitoni Duca-Sidney Paget,4.1,451528018,eng,256
The Hound of the Baskervilles (Sherlock Holmes  #5),Arthur Conan Doyle-David Timson,4.1,9626343346,eng,5
The Hound of the Baskervilles,Arthur Conan Doyle-Pam Smy,4.1,763630640,eng,272
Sherlock Holmes and the Case of the Hound of the Baskervilles (Great Illustrated Classics),Malvina G. Vogel-Arthur Conan Doyle,4.51,1596792507,en-US,237
Jamie's Italy,Jamie Oliver-David Loftus-Chris Terry,4,1401301959,eng,320
Jamie's Dinners: The Essential Family Cookbook,Jamie Oliver-Marion Deuchars-David Loftus-Chris Terry,4.07,1401301940,eng,336
Jamie's Kitchen,Jamie Oliver,3.89,141010371,eng,336
The Walls of Spyte,Dave Morris-Oliver Johnson-Jamie Thomson,4.33,034049168X,eng,304
Lord of the Shadows (Cirque Du Freak  #11),Darren Shan,4.22,316156280,eng,220
The Lake of Souls (Cirque du Freak #10),Darren Shan,4.19,316016659,eng,272
Freak the Mighty (Freak The Mighty  #1),Rodman Philbrick,4,439286069,eng,169
Word Freak: Heartbreak  Triumph  Genius  and Obsession in the World of Competitive Scrabble Players,Stefan Fatsis,3.82,142002267,eng,372
Vampire Mountain (Cirque Du Freak  #4),Darren Shan,4.17,316905747,eng,208
Jesus Freaks: Stories of Those Who Stood for Jesus  the Ultimate Jesus Freaks (Jesus Freaks  #1),D.C. Talk-The Voice of the Martyrs,4.2,1577780728,eng,383
Trials of Death (Cirque Du Freak  #5),Darren Shan,4.25,316000957,eng,202
Sister Freaks: Stories of Women Who Gave Up Everything for God,Rebecca St. James-Mary E. DeMuth-Tracey Lawrence-Elizabeth Jusino,4.11,446695602,en-US,320
Live Like a Jesus Freak: Spend Today as If It Were Your Last,D.C. Talk,4.05,1577782089,eng,184
Freaks!: How to Draw Fantastic Fantasy Creatures,Steve  Miller,4.06,823016625,eng,144
Jesus Freaks,Andre Duza,3.67,976249871,eng,390
Category: Freaks  Vol. 1 (Category: Freaks  #1),Sakurako Gokurakuin-Lindsey Johnston,3.57,1588993000,eng,184
Hello Cruel World: 101 Alternatives to Suicide for Teens  Freaks  and Other Outlaws,Kate Bornstein-Sara Quin,4.03,1583227202,eng,234
Don't Get Too Comfortable: The Indignities of Coach Class  The Torments of Low Thread Count  The Never-Ending Quest for Artisanal Olive Oil  and Other First World Problems,David Rakoff,3.72,767916034,eng,222
I Hope They Serve Beer in Hell (Tucker Max  #1),Tucker Max,3.51,806527285,eng,288
Holidays on Ice,David Sedaris,3.93,316779237,eng,134
The Long Walk: The True Story of a Trek to Freedom,Sławomir Rawicz,4.2,1592289444,eng,256
The Long Walk,Richard Bachman-Stephen King,4.11,451196716,eng,370
Long Walk to Freedom: Autobiography of Nelson Mandela,Nelson Mandela-Kofi Annan-Danny Glover,4.33,1586216880,eng,6
Long Walk To Freedom (Volume 1: 1918-1962),Nelson Mandela,4.35,349116024,eng,497
Long Walk to Freedom (Volume 2: 1962 - 1994),Nelson Mandela,4.39,034911630X,eng,450
The Devil in the White City: Murder  Magic and Madness at the Fair that Changed America,Erik Larson,3.99,553813536,eng,496
The Devil in the White City Murder  Magic  and Madness at the Fair That Changed America,Erik Larson,3.99,385602731,eng,447
The Historian's Craft: Reflections on the Nature and Uses of History and the Techniques and Methods of Those Who Write It.,Marc Bloch-Peter Putnam-Joseph Reese Strayer,4.04,394705122,eng,224
Charles Dickens as a Legal Historian,William Holdsworth,3.67,1886363064,eng,166
The Progressive Historians: Turner  Beard  Parrington (Phoenix Book),Richard Hofstadter,3.86,226348180,eng,498
What Did the Constitution Mean to Early Americans? (Historians at Work),Edward Countryman,3.29,312182627,eng,169
La historiadora,Elizabeth Kostova,3.78,8495618877,spa,699
The Historian,Elizabeth Kostova-Paul Michael-Justine Eyre,3.78,1415929017,eng,26
See No Evil: The True Story of a Ground Soldier in the CIA's War on Terrorism,Robert B. Baer,3.93,140004684X,eng,320
In a Dry Season (Inspector Banks  #10),Peter Robinson,4.12,380794772,eng,480
Plants and Landscapes for Summer-Dry Climates of the San Francisco Bay Region,East Bay M. U. D. Staff-Nora Harlow-Jill M. Singleton-Barrie D. Coate-Kristine Sandoe,4.33,975323113,en-US,336
In Focus: National Geographic Greatest Portraits,Leah Bendavid-Val-National Geographic Society,4.25,079227363X,eng,504
Portrait in Death (In Death  #16),J.D. Robb,4.38,749934425,en-US,354
Posing for Portrait Photography: A Head-To-Toe Guide,Jeff   Smith,3.38,1584281340,eng,124
Le Portrait de Dorian Gray,Oscar Wilde-Michel Etienne-Daniel Mortier,4.07,2266082655,fre,645
The Portrait of Dorian Gray: Teacher's Book,Elizabeth  Gray,3.88,1842163868,eng,32
The Portrait of Dorian Gray,Oscar Wilde-Elizabeth  Gray,4.07,1842161903,eng,51
The Picture of Dorian Gray,Oscar Wilde-Donald L. Lawler,4.07,393955680,eng,462
The Picture of Dorian Gray,Oscar Wilde-Michael Gillespie,4.07,393927547,en-US,517
The Picture of Dorian Gray,Oscar Wilde-Joseph Bristow,4.07,192807293,eng,229
An Arab-Syrian Gentleman and Warrior in the Period of the Crusades: Memoirs of Usamah Ibn-Munqidh,Usamah ibn Munqidh-Philip Khuri Hitti-Richard W. Bulliet,3.92,231121253,eng,265
Technical Manual and Dictionary of Classical Ballet,Gail Grant,4.37,486218430,eng,176
The Ballet Companion: A Dancer's Guide to the Technique  Traditions  and Joys of Ballet,Eliza Gaynor Minden,4.36,074326407X,eng,333
Ballet Class,John         Green-Caroline Denzler,3.64,486296385,en-US,48
NYC Ballet Workout,Peter Martins-Paul Kolnik-Richard Corman-Howard  Kaplan,4,688152023,eng,208
The Illustrated Book of Ballet Stories (with CD),Barbara  Newman-Gill Tomblin-Darcey Bussell,4.09,789460971,eng,64
Lara's Leap of Faith (The Royal Ballet School Diaries  #2),Alexandra Moss-Veronica Bennett,4.06,448435365,eng,144
Isabelle's Perfect Performance (The Royal Ballet School Diaries  #3),Alexandra Moss,4.05,448437694,eng,144
The Barefoot Book Of Ballet Stories,Jane Yolen,4.22,1841482641,eng,96
Boys or Ballet? (Royal Ballet School Diaries  #8),Alexandra Moss,3.86,448442515,eng,144
101 Stories of the Great Ballets: The Scene-by-Scene Stories of the Most Popular Ballets  Old and New,George Balanchine-Francis Mason,4,385033982,en-US,560
Ballet for Dummies,Scott Speck-Evelyn Cisneros,3.99,764525689,eng,348
Time for Ballet,Adèle Geras-Shelagh McNicholas-Adèle Geras,3.71,803729782,eng,32
Ballet in Western Culture: A History of Its Origins and Evolution,Carol Lee,3.62,415942578,eng,368
Angelina's Ballet Class,Katharine Holabird-Helen Craig,3.92,044844013X,eng,24
San Francisco Ballet at Seventy-Five,Janice Ross-Allan Ulrich-Brigitte Lefevre,4.33,811856984,en-US,188
Save D.A.D. (Scrambled Legs  #6),Jahnna N. Malcolm,3.25,590428896,eng,134
Ballet and Modern Dance (Second Edition  Revised),Susan Au,3.69,500203520,eng,224
Teaching Classical Ballet,John               White,4.47,081301395X,eng,200
Drat! We're Rats! (Scrambled Legs  #1),Jahnna N. Malcolm,3.7,970016409,eng,160
Battle of the Bunheads (Scrambled Legs  #2),Jahnna N. Malcolm,3.52,970016417,eng,160
Blubberina (Scrambled Legs  #5),Jahnna N. Malcolm,3.4,590428888,eng,135
The Books in My Life,Henry Miller,3.81,811201082,eng,327
The Smoke Jumper,Nicholas Evans,4.06,440235162,eng,576
La casa de los espíritus,Isabel Allende,4.22,9500717638,spa,456
Zorro,Isabel Allende,3.76,739461508,eng,390
La casa de los espíritus,Isabel Allende,4.22,9871138903,spa,456
Last Chance Saloon,Marian Keyes,3.8,60086246,en-US,528
Anybody Out There? (Walsh Family  #4),Marian Keyes,3.91,60731303,eng,456
Watermelon (Walsh Family  #1),Marian Keyes,3.78,99489988,eng,520
Rachel's Holiday (Walsh Family  #2),Marian Keyes,3.94,60090383,eng,578
Lucy Sullivan Is Getting Married,Marian Keyes,3.76,60090375,en-US,640
Essays and Stories by Marian Keyes: Bags  Trips  Make-up Tips  Charity  Glory  and the Darker Side of the Story,Marian Keyes,3.81,60787031,eng,368
No Dress Rehearsal,Marian Keyes,3.3,1902602323,eng,79
Fullmetal Alchemist  Vol. 10 (Fullmetal Alchemist  #10),Hiromu Arakawa-Akira Watanabe,4.6,1421504618,eng,200
Fullmetal Alchemist  Vol. 5 (Fullmetal Alchemist  #5),Hiromu Arakawa-Akira Watanabe,4.56,1421501759,eng,200
The House of the Spirits,Isabel Allende-Magda Botin,4.22,552995886,eng,491
The House of the Spirits,Isabel Allende-Magda Bogin,4.22,553383809,eng,448
The House of the Spirits,Isabel Allende-Madga Bogin-Christopher Hitchens,4.22,1400043182,eng,488
The House of the Spirits,Isabel Allende,4.22,553273914,eng,433
The House of the Spirits (Everyman's Library),Isabel Allende-Magda Bogin,4.22,1857152816,eng,488
"How To Meditate: An Anthology Of Talks On Meditation And ""Meditation: The Bridge Is Flowing But The River Is Not""",Frederick P. Lenz,0,1932206108,eng,228
Insights: Talks On The Nature Of Existence,Frederick P. Lenz,5,1932206086,eng,304
Palestine: Peace Not Apartheid,Jimmy Carter,3.81,743285026,eng,288
Our Endangered Values: America's Moral Crisis,Jimmy Carter,3.87,743285018,eng,224
An Hour Before Daylight: Memories of a Rural Boyhood,Jimmy Carter,3.89,743211995,eng,288
The Real Jimmy Carter: How Our Worst Ex-President Undermines American Foreign Policy  Coddles Dictators and Created the Party of Clinton and Kerry,Steven F. Hayward,3.42,895260905,eng,272
The Virtues of Aging,Jimmy Carter,3.51,345425928,eng,160
Living Faith,Jimmy Carter,3.79,812930347,eng,288
Sharing Good Times,Jimmy Carter,3.49,743270681,eng,192
Until I Find You,John Irving,3.63,345479726,eng,820
The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,3.95,349113467,eng,279
Atlas Shrugged,Ayn Rand,3.68,525948929,eng,1176
Atlas Shrugged,Ayn Rand-Leonard Peikoff,3.68,452286360,eng,1192
Atlas Shrugged,Ayn Rand,3.68,451171926,eng,1074
Atlas Shrugged,Ayn Rand,3.68,394415760,en-US,1168
Skinny Legs and All,Tom Robbins,4.04,1842430343,eng,422
Fannie Flagg's Original Whistle Stop Cafe Cookbook,Fannie Flagg,4.18,449910288,eng,224
Free Play: Improvisation in Life and Art,Stephen Nachmanovitch,4.13,874776317,eng,224
The Sari Shop,Rupa Bajwa,3.43,039332690X,eng,224
Confessions of a Shopaholic (Shopaholic  #1),Sophie Kinsella,3.63,440241413,eng,368
Shopaholic and Sister (Shopaholic  #4),Sophie Kinsella,3.65,044024191X,eng,388
Shopaholic Takes Manhattan (Shopaholic  #2),Sophie Kinsella,3.76,440241812,eng,387
Shopaholic Ties the Knot (Shopaholic  #3),Sophie Kinsella,3.77,440241898,eng,407
Shopaholic & Baby (Shopaholic  #5),Sophie Kinsella,3.79,385338708,eng,359
The Secret Dreamworld of a Shopaholic (Shopaholic  #1),Sophie Kinsella,3.63,552998877,eng,320
The Story of Chicago May,Nuala O'Faolain,3.23,1573223204,en-US,307
Chicago Stories,James T. Farrell-Charles Fanning,3.89,252019814,en-US,296
Chicago Stories: Tales of the City,John  Miller-Stuart Dybek,3.56,811839745,eng,224
The Handmaid's Tale,Margaret Atwood,4.09,224023489,eng,324
The Basic Works of Aristotle,Aristotle-Richard Peter McKeon-C.D.C. Reeve,4.24,375757996,eng,1487
Fear and Trembling and The Sickness Unto Death,Søren Kierkegaard-Walter Lowrie,4.1,691019622,eng,420
Selections from Don Quixote - Selecciones de Don Quijote de la Mancha,Miguel de Cervantes Saavedra-Stanley Appelbaum,3.3,486406660,mul,288
Don Quijote de la Mancha,Miguel de Cervantes Saavedra,3.87,8432048712,spa,1138
The Complete Collected Poems,Maya Angelou,4.42,067942895X,eng,273
Hegel's Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel-A.V. Miller-John Niemeyer Findlay,3.92,198245971,eng,640
Preface to the Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel-Yirmiyahu Yovel,4.04,691120528,eng,223
Hegel's Phenomenology of Spirit,Martin Heidegger-Kenneth Maly-Parvis Emad,4.19,253209102,eng,176
Plato: Complete Works,Plato-John M. Cooper-Benjamin Jowett-Dorothea Frede-Alexander Nehamas-Paul Woodruff-Anthony Kenny-Rosamond Kent Sprague-Nicholas D. Smith-Karen Bell-D.S. Hutchinson-Donald J. Zeyl-Francisco J. González-Diskin Clay-Malcolm Schofield-Glenn R. Morrow-Jonathan Barnes-G.M.A. Grube-Brad Inwood-Mark Joyal-Jackson P. Hershbell-J.M. Edmonds-C.D.C. Reeve-Myles Burnyeat-Nicholas P. White-Mary Louise Gill-C.J. Rowe-Stanley Lombardo-David Gallop-Jeffrey Mitscherling-Richard D. McKiharan Jr.-Andrew S. Becker-Mark Reuter-M.J. Levett-Paul        Ryan,4.34,872203492,eng,1838
A Guided Tour of 5 Works by Plato: Euthyphro/Apology/Crito/Phaedo/Cave,Christopher Biffle-Plato,4.33,1559343567,eng,125
Midnight for Charlie Bone (The Children of the Red King  #1),Jenny Nimmo,3.81,439474299,en-US,416
The Midnight Mystery (The Boxcar Children  #95),Gertrude Chandler Warner,3.94,080755538X,eng,128
The Midnight Kittens (The Hundred and One Dalmatians  #3),Dodie Smith,3.33,491024037,eng,119
Within a Budding Grove (In Search of Lost Time  #2),Marcel Proust-C.K. Scott Moncrieff-Terence Kilmartin-D.J. Enright,4.41,375752196,eng,749
Exclusion & Embrace: A Theological Exploration of Identity  Otherness  and Reconciliation,Miroslav Volf,4.27,687002826,eng,306
A Time to Embrace (Timeless Love  #2),Karen Kingsbury,4.35,1595542329,eng,400
Devil's Embrace (Devil  #1),Catherine Coulter,3.8,451200268,eng,397
The Book of Embraces,Eduardo Galeano-Cedric Belfrage-Mark Schafer,4.29,393308553,eng,288
Experiencing Father's Embrace,Jack Frost,4.34,768423481,eng,256
A Time to Embrace: Same-Gender Relationships in Religion  Law  and Politics,William Stacy Johnson,4.2,080282966X,en-US,330
Memory's Embrace (Corbins  #3),Linda Lael Miller,4.18,671737694,eng,320
Beauty: The Invisible Embrace,John O'Donohue,4.45,60957263,en-US,261
Embrace,Mark Behr,3.75,349113009,eng,726
Saving Fish from Drowning,Amy Tan,3.43,034546401X,eng,472
Un Lugar Llamado Nada,Amy Tan-Claudia Conde,3.43,840806701X,spa,475
Virginia Woolf: An Inner Life,Julia Briggs,4.17,156032295,eng,544
Measure for Measure,William Shakespeare,3.67,014101380X,eng,224
Henry Adams and the Making of America,Garry Wills,3.79,618134301,en-US,480
Persepolis: The Story of a Childhood (Persepolis  #1),Marjane Satrapi-Mattias Ripa,4.24,037571457X,eng,153
Persepolis 2: The Story of a Return (Persepolis  #2),Marjane Satrapi-Anjali Singh,4.25,375714669,eng,187
Persepolis  Volume 3,Marjane Satrapi,4.4,2844141048,fre,96
Persepolis  Volume 1,Marjane Satrapi,4.24,2844140580,fre,76
Persépolis 2 (Em Portuguese do Brasil),Marjane Satrapi,4.43,853590638X,spa,88
Chicken with Plums,Marjane Satrapi,3.85,375424156,en-US,84
Embroideries,Marjane Satrapi-Anjali Singh,3.85,375714677,eng,144
The Shadow of the Wind (The Cemetery of Forgotten Books  #1),Carlos Ruiz Zafón-Lucia Graves,4.26,753820250,eng,520
Shadow Divers,Robert Kurson,4.29,965925072,eng,335
Peter and the Shadow Thieves (Peter and the Starcatchers  #2),Dave Barry-Ridley Pearson-Greg Call,4.15,078683787X,en-US,557
Ender's Shadow (The Shadow Series  #1),Orson Scott Card,4.31,765342405,eng,469
The Poe Shadow,Matthew Pearl,3.12,1400061032,eng,367
Shadow of the Hegemon (The Shadow Series  #2),Orson Scott Card,3.94,812565959,eng,451
Shadow Dance (Buchanan-Renard  #6),Julie Garwood,4,345453867,en-US,336
The Shadow Rising (Wheel of Time  #4),Robert Jordan,4.23,812513738,eng,1007
The Shadow Party: How George Soros  Hillary Clinton  and Sixties Radicals Seized Control of the Democratic Party,David Horowitz-Richard Poe,4.22,1595550445,en-US,304
Cast in Shadow (Chronicles of Elantra  #1),Michelle Sagara-Michelle Sagara West,3.79,373802544,eng,507
Owning Your Own Shadow: Understanding the Dark Side of the Psyche,Robert A. Johnson,4.07,62507540,eng,118
Shadows of the Empire (Star Wars),Steve Perry,3.82,553574132,eng,385
In Praise of Shadows,Jun'ichirō Tanizaki-Thomas J. Harper-Edward G. Seidensticker,4.1,99283573,eng,73
Shadow of the Almighty: The Life and Testament of Jim Elliot,Elisabeth Elliot,4.39,006062213X,eng,272
Shadow Game (GhostWalkers  #1),Christine Feehan,4.12,515135968,eng,323
The Elephant Vanishes,Haruki Murakami-Alfred Birnbaum-Jay Rubin,3.86,99448750,eng,327
Sputnik Sweetheart,Haruki Murakami-Philip Gabriel,3.82,99448475,eng,229
Back to Wando Passo,David     Payne,3.3,60851899,en-US,448
Confessions of a Taoist on Wall Street,David     Payne,3.88,701139560,eng,735
Still Life with Woodpecker,Tom Robbins,4.04,184243022X,eng,288
Half Asleep in Frog Pajamas,Tom Robbins,3.74,184243036X,eng,389
